"twitter.user/followersCount","twitter.user/friendsCount","retweet.twitter.user/name","retweet.twitter.tweet/source","retweet.twitter.tweet/favourited","retweet.twitter.tweet/id","twitter.user/id","twitter.user/createdAt","twitter.user/description","twitter.tweet/latitude","twitter.tweet/text","twitter.tweet/inReplyToStatusID","retweet.twitter.tweet/originalText","retweet.twitter.user/lang","twitter.tweet/lang","retweet.twitter.tweet/truncated","twitter.tweet/mentionIds","twitter.tweet/longitude","retweet.twitter.user/statusesCount","retweet.twitter.user/url","retweet.twitter.user/geoEnabled","retweet.twitter.user/protectedTweets","twitter.tweet/possiblySensitive","twitter.tweet/retweetCount","twitter.tweet/isQuote","twitter.tweet/placeName","retweet.twitter.user/listedCount","twitter.user/isTranslator","retweet.twitter.tweet/urls","twitter.user/favouritesCount","retweet.twitter.user/location","twitter.tweet/mediaTypes","retweet.twitter.tweet/inReplyToUserID","retweet.twitter.tweet/favouriteCount","retweet.twitter.user/utcOffset","retweet.twitter.tweet/place","twitter.tweet/inReplyToScreenName","retweet.twitter.user/screenName","retweet.twitter.tweet/hashtags","retweet.twitter.tweet/mediaUrls","retweet.twitter.tweet/created","twitter.user/verified","twitter.tweet/contributors","retweet.twitter.tweet/mentions","retweet.twitter.user/timezone","twitter.user/contributorsEnabled","retweet.twitter.user/followersCount","retweet.twitter.user/friendsCount","twitter.tweet/favourited","twitter.tweet/id","twitter.user/name","retweet.twitter.user/id","twitter.tweet/source","retweet.twitter.user/createdAt","retweet.twitter.tweet/latitude","retweet.twitter.user/description","retweet.twitter.tweet/inReplyToStatusID","retweet.twitter.tweet/text","twitter.user/lang","retweet.twitter.tweet/mentionIds","twitter.tweet/originalText","twitter.tweet/truncated","retweet.twitter.tweet/lang","retweet.twitter.tweet/longitude","twitter.user/statusesCount","twitter.user/url","twitter.user/geoEnabled","twitter.user/protectedTweets","retweet.twitter.tweet/retweetCount","retweet.twitter.tweet/possiblySensitive","retweet.twitter.tweet/isQuote","retweet.twitter.tweet/placeName","twitter.user/listedCount","twitter.tweet/urls","retweet.twitter.user/isTranslator","retweet.twitter.tweet/mediaTypes","retweet.twitter.user/favouritesCount","twitter.user/location","twitter.tweet/favouriteCount","twitter.tweet/inReplyToUserID","twitter.tweet/place","retweet.twitter.tweet/inReplyToScreenName","twitter.tweet/hashtags","twitter.user/utcOffset","twitter.user/screenName","retweet.twitter.tweet/contributors","retweet.twitter.user/verified","twitter.tweet/mediaUrls","twitter.tweet/created","twitter.user/timezone","twitter.tweet/mentions","retweet.twitter.user/contributorsEnabled"
"17","77","DebraWard","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","false","348312878497026048","1309730328","2013-03-28T07:37:12.000Z","Senior PM (Engineering) & futures trader","","#yyc gougher  MT @rsinghphoto Everyone should boycott @TravelodgeCa hotels!  #yycFlood #yycGreedy #ABFloods http://t.co/w4xV8X049D","","","en","en","false","[16180044]","","58435","http://t.co/A7xXsRfx6c","true","false","false","36","false","","311","false","[https://twitter.com/daddooturtle/status/348209702141833216/photo/1]","53","Edmonton, Alberta, Canada","","","3","-1","","","DebraWard","[yyc, yycFlood, yycGreedy, ABFloods]","","2013-06-22T05:33:56.000Z","false","","[TravelodgeCa]","","false","6064","6656","false","348445822955958273","Brad Cook","16180044","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","2008-09-08T04:30:32.000Z","","World traveller, key communicator who's a relationship master & people/pet lover. Credo: Never a bully nor a bystander be. Scots/PGC old girl & MacEwan alumnus!","","#yyc gougher  MT @rsinghphoto Everyone should boycott @TravelodgeCa hotels!  #yycFlood #yycGreedy #ABFloods http://t.co/w4xV8X049D","en","[365651954]","RT @DebraWard: #yyc gougher  MT @rsinghphoto Everyone should boycott @TravelodgeCa hotels!  #yycFlood #yycGreedy #ABFloods http://t.co/w4xV…","false","en","","437","","false","false","36","false","false","","1","","false","","3515","Victoria, British Columbia","0","","","","[yyc]","-1","_Brad_Cook","","false","","2013-06-22T14:22:12.000Z","","[DebraWard]","false"
"392","389","Chris Hadfield","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","false","348293414774767616","74620364","2009-09-16T01:39:25.000Z","Lorem ipsum.","","Floods are an unbridled misery. My heartfelt thoughts and wishes for a swift recovery to those battling the Alberta high waters.","","","en","en","false","[186154646]","","12613","http://t.co/lAFAbbMS1D","false","false","false","605","false","","11634","false","","3136","Earth","","","328","-1","","","Cmdr_Hadfield","","","2013-06-22T04:16:35.000Z","false","","","","false","2428994","137","false","348316315422953473","Jen Groundwater","186154646","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","2010-09-02T18:21:55.000Z","","Canadian Astronaut, back on Earth after 3 spaceflights. For events and media, please write to info@chrishadfield.ca.","","Floods are an unbridled misery. My heartfelt thoughts and wishes for a swift recovery to those battling the Alberta high waters.","en","","RT @Cmdr_Hadfield: Floods are an unbridled misery. My heartfelt thoughts and wishes for a swift recovery to those battling the Alberta high…","false","en","","5244","","false","false","605","false","false","","13","","false","","8225","","0","","","","","-1","jengwater","","true","","2013-06-22T05:47:35.000Z","","[Cmdr_Hadfield]","false"
"897","573","","","","","407411571","2011-11-08T01:44:01.000Z","Marketing Manager, Manitoba Moose Hockey | ΔΓ l Fighting Sioux Hockey Alum #34  Winnipeg is good","","Can't even imagine how brutal the flood is in Calgary","","","","en","","","","","","","","false","0","false","","","false","","6959","","","","","","","","","","","","false","","","","false","","","false","348852221678596096","Annie","","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","","","","en","","","false","","","2606","","false","false","","","","","6","","","","","","0","","","","","-1","anniechip","","","","2013-06-23T17:17:05.000Z","","",""
"56","102","","","","","200006233","2010-10-08T06:45:36.000Z","Lora; student, worker bee, sister, daughter, auntie, friend","","We really have to stop and thank all of the amazing first responders in the province. @calgarypolice #yycfloods #albertafloods","","","","en","","[19041310]","","","","","","false","0","false","","","false","","128","","","","","","","","","","","","false","","","","false","","","false","348602513789952001","Lora","","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","","","","","","en","","","false","","","2636","","false","false","","","","","1","","","","","Estevan, Saskatchewan","0","","","","[yycfloods, albertafloods]","-1","Lora_mz","","","","2013-06-23T00:44:50.000Z","","[CalgaryPolice]",""
"141","1055","","","","","52742100","2009-07-01T14:38:38.000Z","Wind energy engineer in Cowtown via Pollockville AB, farm kid, Flames/Stamps/Blue Jays fan.","","@InglewoodYYC I was literally just telling my gf the same thing. #longhairdontcare #yycflood","-1","","","en","","[166418394]","","","","","","false","0","false","","","false","","2629","","","","","","","InglewoodYYC","","","","","false","","","","false","","","false","348610860438130688","Frodo Rooke","","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","","","","","","en","","","false","","","1101","","true","false","","","","","5","","","","","","0","166418394","","","[longhairdontcare, yycflood]","-1","heyitsmerookie","","","","2013-06-23T01:18:00.000Z","","[InglewoodYYC]",""
"8971","6960","","","","","25639357","2009-03-21T04:28:48.000Z","► #LoveLOCAL™ We're not the network. You are. Broadcasting the best in local business since 2009. |  ► Local Video Ads | Brand Journalism™ | video@bizboxtv.com","","Great resource for the latest #YYCFlood information from The City of Calgary ~ pass it on!... http://t.co/zphHuM87pU","","","","en","","","","","","","","false","4","false","","","false","","194","","","","","","","","","","","","false","","","","false","","","false","348819854201073664","BizBOXTV","","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","","","","","","en","","","false","","","43654","http://t.co/s3P8ynYqbR","false","false","","","","","266","[http://fb.me/2eeF95CRn]","","","","CANADA | #YYC #YVR #YEG #YYZ +","0","","","","[YYCFlood]","-1","BizBOXTV","","","","2013-06-23T15:08:28.000Z","","",""
"1608","2278","Francis D'Souza","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","false","348833984744132610","51542757","2009-06-27T20:13:44.000Z","YYZer who loves her imperfect world. Pet issues include education, civics, and good deeds. Lots of tweets about food, politics, and my hometown.","","Chinatown biz owners are pumping out basements #yycflood","","","en","en","false","[158826799]","","10301","https://t.co/Mea9BrGEL6","false","false","false","1","false","","275","false","","17249","Toronto, Canada","","","0","-1","","","cityfrancis","[yycflood]","","2013-06-23T16:04:37.000Z","false","","","","false","17440","1139","false","348835515740598274","J. Lam","158826799","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","2010-06-23T19:18:08.000Z","","Sr. Mgr. Editorial at Citytv Toronto. Gemini Award winner. Hubby to Dr. Gorgeous & Dada to 3 awesome little boys. Tweets are mine alone.","","Chinatown biz owners are pumping out basements #yycflood","en","","RT @cityfrancis: Chinatown biz owners are pumping out basements #yycflood","false","en","","74385","","true","false","1","false","false","","142","","false","","180","Tronna, Canada","0","","","","[yycflood]","-1","zengarden17","","true","","2013-06-23T16:10:42.000Z","","[cityfrancis]","false"
"25","133","Calgary Flames","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","false","348576513395941377","1099873046","2013-01-18T03:02:07.000Z","","","Flooding goes to row 8 in the Scotiabank Saddledome #yycflood #yyc http://t.co/ARd2yseLJO","","","en","en","false","[27487343]","","73914","https://t.co/MkEaQqVtFl","true","false","false","1185","false","","4464","false","","459","Calgary, AB","[photo]","","181","-1","","","NHLFlames","[yycflood, yyc]","[http://pbs.twimg.com/media/BNZkffrCYAAywTr.jpg]","2013-06-22T23:01:31.000Z","false","","","","false","608267","305","false","348598206206193666","Whitney","27487343","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","2009-03-29T19:37:45.000Z","","🔥","","Flooding goes to row 8 in the Scotiabank Saddledome #yycflood #yyc http://t.co/ARd2yseLJO","en","","RT @NHLFlames: Flooding goes to row 8 in the Scotiabank Saddledome #yycflood #yyc http://t.co/ARd2yseLJO","false","en","","150","","false","false","1185","false","false","","0","","false","[photo]","1639","","0","","","","[yycflood, yyc]","-1","wrhae","","true","[http://pbs.twimg.com/media/BNZkffrCYAAywTr.jpg]","2013-06-23T00:27:43.000Z","","[NHLFlames]","false"
"3981","4832","Arlene Dickinson","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","false","348573328233074688","15153365","2008-06-18T02:59:38.000Z","| #hamont | #iphoneography | #flickr |","","For those of you on the Telus network who wish to donate pls Text REDCROSS to 30333 #yycflood","","","en","en","false","[30013357]","","20129","https://t.co/PwWq34w3b3","false","false","false","67","false","","1965","false","","29790","Oh Canada!","","","9","-1","","","ArleneDickinson","[yycflood]","","2013-06-22T22:48:52.000Z","false","","","","false","344169","244","false","348573833126608896","John Piercy","30013357","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","2009-04-09T16:19:09.000Z","","Human, Mom, Grandmom, Canadian, Entrepreneur, Honourary Captain RCN, Venture Capitalist, Dragon. Living my life like it's the only one I have.","","For those of you on the Telus network who wish to donate pls Text REDCROSS to 30333 #yycflood","en","","RT @ArleneDickinson: For those of you on the Telus network who wish to donate pls Text REDCROSS to 30333 #yycflood","false","en","","87372","https://t.co/djXeghniRV","true","false","67","false","false","","214","","false","","15110","Hamilton , Ontario , Canada ","0","","","","[yycflood]","-1","johncpiercy","","true","","2013-06-22T22:50:52.000Z","","[ArleneDickinson]","false"
"29230","222","","","","","70315912","2009-08-31T05:14:28.000Z","Mr & Mrs: Parents, #yycarts, #yycfood #yyccc - Showing off #yyc is what we love most of all! ~ DMs are open. 📷 IG/FB/SC: Crackmacs 📧crackmacscalgary@gmail.com","","Wow. This is the vid I took on Prince's Island Thursday http://t.co/TOVa9LhmX3 - and now it's totally covered. #yyc #yycflood #NenshiOn","","","","en","","","","","","","","false","1","false","","","false","","86075","","","","","","","","","","","","false","","","","false","","","false","348557299192840194","ᴄʀᴀᴄᴋᴍᴀᴄs","","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","","","","","","en","","","false","","","170371","https://t.co/R3JaPxi5k7","true","false","","","","","468","[http://www.youtube.com/watch?v=g9SmIm-qCO8]","","","","Calgary, Alberta","1","","","","[yyc, yycflood, NenshiOn]","-1","Crackmacs","","","","2013-06-22T21:45:10.000Z","","",""
"706","15","⛳️ ⓖⓐⓘⓛ⛳️","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","false","348816106607243264","205096888","2010-10-20T04:21:24.000Z","Let's make our city a better place, one action at a time.  (The socially active facet of @Zarquil)","","Let's take time to say thank you #abflood #yycflood #yychelps http://t.co/Cv0lytdhYF","","","en","en","false","[285081129]","","1643","","true","false","false","22","false","","5","false","","22","Calgary, Alberta #yyc","[photo]","","6","-1","","","LandGail","[abflood, yycflood, yychelps]","[http://pbs.twimg.com/media/BNc-Zp7CcAA41MD.jpg]","2013-06-23T14:53:35.000Z","false","","","","false","215","870","false","348819136996061185","BetterYYC","285081129","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","2011-04-20T14:02:03.000Z","","I❤️Calgary. Born & raised in #yyc. I'm a bit of a golf junkie - home course @LynxRidgeGC. See you on Hole 5 @ShawClassic","","Let's take time to say thank you #abflood #yycflood #yychelps http://t.co/Cv0lytdhYF","en","","RT @LandGail: Let's take time to say thank you #abflood #yycflood #yychelps http://t.co/Cv0lytdhYF","false","en","","2772","http://t.co/8oMsntxj7y","false","false","22","false","false","","30","","false","[photo]","1554","Calgary, Alberta, Canada","0","","","","[abflood, yycflood, yychelps]","-1","betteryyc","","false","[http://pbs.twimg.com/media/BNc-Zp7CcAA41MD.jpg]","2013-06-23T15:05:37.000Z","","[LandGail]","false"
"745","962","Mackenzie Tour","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","false","348546141450805248","75802524","2009-09-20T15:01:28.000Z","Everyday my kids teach me what I don't know","",".@GrahamDeLaet is donating $1k per birdie & $2.5k per eagle this week to #ABFlood relief. #PGATOURCanada is proud to match Graham this week.","","","en","en","false","[21659017, 246565905]","","21099","http://t.co/0yjl2bUNUm","true","false","false","38","false","","169","false","","128","Canada","","","5","-1","","","PGATOURCanada","[ABFlood, PGATOURCanada]","","2013-06-22T21:00:50.000Z","false","","[GrahamDeLaet]","","false","19642","2518","false","348547190915993600","Cory Woron","21659017","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","2009-02-23T15:11:23.000Z","","Part of the path to the @WebDotComTour and the @PGATOUR. More than $3 Million raised for charity since 2013.","",".@GrahamDeLaet is donating $1k per birdie & $2.5k per eagle this week to #ABFlood relief. #PGATOURCanada is proud to match Graham this week.","en","[246565905]","RT @PGATOURCanada: .@GrahamDeLaet is donating $1k per birdie & $2.5k per eagle this week to #ABFlood relief. #PGATOURCanada is proud to mat…","false","en","","1547","","false","false","38","false","false","","16","","false","","2148","Toronto","0","","","","[ABFlood, PGATOURCanada]","-1","coryworon","","true","","2013-06-22T21:05:00.000Z","","[PGATOURCanada, GrahamDeLaet]","false"
"1263","959","","","","","24498614","2009-03-15T07:07:29.000Z","The6. Hiker. Biker. Snowboarder. Brother. Uncle. #XB1 : sen5es | @instagram : instarosales | @snapchat : rosales-j","","Update on flooding response in Alberta http://t.co/RZjqRmIZji @redcrosscanada","","","","en","","[16434613]","","","","","","false","0","false","","","false","","1016","","","","","","","","","","","","false","","","","false","","","false","348812191220256768","Jorge Rosales","","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","","","","","","en","","","false","","","46780","","false","false","","","","","61","[http://dlvr.it/3YZcYX]","","","","Toronto, Ontario","0","","","","","-1","rosalesj","","","","2013-06-23T14:38:01.000Z","","[redcrosscanada]",""
"309","1115","","","","","70080860","2009-08-30T08:22:56.000Z","","","""Canada's oil capital to be shut for days after flooding"" http://t.co/YMc7GceUBx","","","","en","","","","","","","","false","0","false","","","false","","45","","","","","","","","","","","","false","","","","false","","","false","348564479824498688","TKM","","<a href=""http://itunes.apple.com/us/app/feedly/id396069556?mt=8&uo=4"" rel=""nofollow"">feedly on iOS</a>","","","","","","ja","","","false","","","27891","","false","false","","","","","4","[http://feeds.reuters.com/~r/reuters/financialServicesRealEstateNews/~3/_owZjq0bbyc/story01.htm]","","","","","0","","","","","-1","4mtkm","","","","2013-06-22T22:13:42.000Z","","",""
"679","1739","ThisMagicalEarth","<a href=""https://dev.twitter.com/docs/tfw"" rel=""nofollow"">Twitter for Websites</a>","false","348629687070756865","1452739572","2013-05-23T23:27:32.000Z","concerned...interested...learning, I hope.","","Swimming sensation Momo the cat escapes Alberta flood http://t.co/DR4iwDIkM3 #UniteBlue #Cats","","","en","en","false","[17402533]","","31285","","false","false","false","2","false","","91","false","[http://cbc.sh/4WRYakH]","20143","","","","2","-1","","","MagicalEarth","[UniteBlue, Cats]","","2013-06-23T02:32:49.000Z","false","","","","false","2392","2768","false","348630816949153793","CI","17402533","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","2008-11-15T04:54:40.000Z","","Love dear Pres Obama. I will probably be offline until sometime in late May. Go Dems! #UniteBlue","","Swimming sensation Momo the cat escapes Alberta flood http://t.co/DR4iwDIkM3 #UniteBlue #Cats","en","","RT @MagicalEarth: Swimming sensation Momo the cat escapes Alberta flood http://t.co/DR4iwDIkM3 #UniteBlue #Cats","false","en","","6684","","false","false","2","false","false","","10","[http://cbc.sh/4WRYakH]","false","","4768","","0","","","","[UniteBlue, Cats]","-1","sunfishers","","false","","2013-06-23T02:37:18.000Z","","[MagicalEarth]","false"
"3277","1991","Julie Van Rosendaal","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","false","348813842756820992","274098227","2011-03-29T18:38:01.000Z","Mom of 4 |❤️'s cars, food, travel & tattoos | @DirtyGirlMedia |#PRfriendly | #StreamTeam | #HuffPostCaLiv | #socialmediamanager |❣Life is messy, this is myDIRT❣","","Water definitely receding in Inglewood. Good news! #yycflood http://t.co/yWi7Nt7TTS","","","en","en","false","[24120793]","","50951","https://t.co/riqxQn14Ny","true","false","false","12","false","","689","false","","5047","Calgary","[photo]","","9","-1","","","dinnerwithjulie","[yycflood]","[http://pbs.twimg.com/media/BNc8V4aCYAET-6J.jpg]","2013-06-23T14:44:35.000Z","false","","","","false","21545","901","false","348820189774753792","Tiffany","24120793","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","2009-03-13T03:41:01.000Z","","I talk about food on CBC radio and write about it for the Globe & Mail and other publications, and I’ve written lots of cookbooks. Mostly I love feeding people.","","Water definitely receding in Inglewood. Good news! #yycflood http://t.co/yWi7Nt7TTS","en","","RT @dinnerwithjulie: Water definitely receding in Inglewood. Good news! #yycflood http://t.co/yWi7Nt7TTS","false","en","","12341","https://t.co/24Bgrsa0tW","true","false","12","false","false","","172","","false","[photo]","12841","YYC - Calgary, Canada","0","","","","[yycflood]","-1","myDIRT","","false","[http://pbs.twimg.com/media/BNc8V4aCYAET-6J.jpg]","2013-06-23T15:09:48.000Z","","[dinnerwithjulie]","false"
"395961","1246","YYC lost dog","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","false","348615273965817856","33798654","2009-04-21T03:43:27.000Z","Mayor of Calgary, working every day to make this place even better. Personal account, not funded nor endorsed by the City of Calgary.","","Plz RT: Two stolen Samoyeds. Reward for their return #yyc #yycflood #yycpets #lostdog @nenshi http://t.co/rqs48bO1xb","","","en","en","false","[927938282, 33798654]","","248","https://t.co/QGjxcbLJc6","false","false","false","346","false","","5","false","","97","#yyc","[photo]","","22","-1","","","yyclostdog","[yyc, yycflood, yycpets, lostdog]","[http://pbs.twimg.com/media/BNaHvqBCEAA0mLr.jpg]","2013-06-23T01:35:33.000Z","true","","[nenshi]","","false","543","54","false","348691328151990272","Naheed Nenshi","927938282","<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","2012-11-05T16:32:35.000Z","","Help Calgarians get their dogs back! Tweet me if you find a dog or lose a dog or even if you see a lost dog poster!","","Plz RT: Two stolen Samoyeds. Reward for their return #yyc #yycflood #yycpets #lostdog @nenshi http://t.co/rqs48bO1xb","en","[33798654]","RT @yyclostdog: Plz RT: Two stolen Samoyeds. Reward for their return #yyc #yycflood #yycpets #lostdog @nenshi http://t.co/rqs48bO1xb","false","en","","56592","https://t.co/zeFHzKEFKv","true","false","346","false","false","","2548","","false","[photo]","15","Calgary, Alberta","0","","","","[yyc, yycflood, yycpets, lostdog]","-1","nenshi","","false","[http://pbs.twimg.com/media/BNaHvqBCEAA0mLr.jpg]","2013-06-23T06:37:45.000Z","","[yyclostdog, nenshi]","false"
"43042","582","","","","","348068215","2011-08-03T20:39:27.000Z","Golf Channel/NBC Olympic Host/NBCSN PlayxPlay","","“Need some 1 to root 4 @PGATOUR: Reminder: Leader @GrahamDeLaet is donating $1,000 per birdie and $2,500 per eagle to Alberta flood relief","348850993175334912","","","en","","[14063426, 246565905]","","","","","","false","1","false","","","false","","160","","","","","","","PGATOUR","","","","","true","","","","false","","","false","348854553673875456","Ryan Burr","","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","","","","en","","","false","","","8109","","true","false","","","","","241","","","","","","1","14063426","","","","-1","RyanBurr","","","","2013-06-23T17:26:21.000Z","","[PGATOUR, GrahamDeLaet]",""
"2147","2388","","","","","201893567","2010-10-12T21:26:53.000Z","Teacher, student, community builder. creating and sharing collaborative & innovative learning like #OCLMooc https://t.co/YjxiNgGF1x. 
Tweets are my own","","RT @jennxxoo: RT @terramichele17: The river is a rising in Drumheller.  Difference after 4 hours. #abflood http://t.co/sruGl5CPjC","348648145577721856","","","en","","[3281406060, 198717612]","","","","","","false","0","false","","","false","","4257","","[photo]","","","","","AuroraWailer","","","","","false","","","","false","","","false","348648663683301377","Rhonda Jessen","","<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","","","","","","en","","","false","","","12942","http://t.co/wc0YKQRpmw","true","false","","","","","232","","","","","Edmonton Alberta, Treaty 6 ","0","83240160","","","[abflood]","-1","rljessen","","","[http://pbs.twimg.com/media/BNacFA3CQAEOwai.jpg]","2013-06-23T03:48:13.000Z","","[jennxxoo, terramichele17]",""
"379","235","","","","","856636800","2012-10-01T16:31:53.000Z","Multi-disciplinary team of basic scientists, engineers and clinicians working together to improve bone and joint health.","","Our thoughts are with all those affected by the #abflood.  Thanks to all the amazing volunteers and first responders keeping our city safe!","","","","en","","","","","","","","false","0","false","","","false","","283","","","","","","","","","","","","false","","","","false","","","false","348831304663580672","McCaig Institute","","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","","","","","","en","","","false","","","653","https://t.co/jKtDcsXGA2","false","false","","","","","8","","","","","Alberta, Canada","0","","","","[abflood]","-1","McCaigInstitute","","","","2013-06-23T15:53:58.000Z","","",""
"949","1238","Calgary Police","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","false","348571213657931779","472158246","2012-01-23T17:21:48.000Z","Cultivating hope by nurturing Abundance, Resilience & Trust. Director of the Canadian Poverty Institute at Ambrose University. #Pacifist #Mennonite","","The Cushing bridge connecting 17th Ave and Blackfoot Trail is now closed due to deteriorating conditions. #yycflood","","","en","en","false","[19041310]","","29351","https://t.co/OHbtNgWuIJ","false","false","false","77","false","","1159","false","","471","Calgary, AB, Canada","","","2","-1","","","CalgaryPolice","[yycflood]","","2013-06-22T22:40:28.000Z","false","","","","false","204046","126","false","348572415439278082","Derek Cook","19041310","<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>","2009-01-15T22:00:55.000Z","","This is the official account of the #Calgary Police Service. Not monitored 24/7. *EMERGENCY CALL 911* Non-Emergency: 403-266-1234 #yyc","","The Cushing bridge connecting 17th Ave and Blackfoot Trail is now closed due to deteriorating conditions. #yycflood","en","","RT @CalgaryPolice: The Cushing bridge connecting 17th Ave and Blackfoot Trail is now closed due to deteriorating conditions. #yycflood","false","en","","7517","https://t.co/RGdEVVFRRb","false","false","77","false","false","","0","","false","","1142","Calgary, Alberta","0","","","","[yycflood]","-1","ARTofHope","","true","","2013-06-22T22:45:14.000Z","","[CalgaryPolice]","false"
"94","110","ET Canada","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","false","348516408126214145","50236926","2009-06-24T06:44:19.000Z","","","Celebs tweet their support to those affected by the Calgary floods including @WilliamShatner @HappyElishas http://t.co/IjZwe9TtBi","","","en","en","false","[26020465, 15227791, 1130156892]","","198975","https://t.co/aIUs9Hpf9x","true","false","false","5","false","","2360","false","[http://ow.ly/mi37W]","73","Canada","","","1","-1","","","ETCanada","","","2013-06-22T19:02:41.000Z","false","","[WilliamShatner, HappyElishas]","","false","370544","12453","false","348534847058350080","Jenna Hamdon","26020465","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","2009-03-23T15:22:25.000Z","","The nation’s entertainment powerhouse, we set the pace with more breaking news, in-depth profiles & exclusives than anyone else. Weeknights on @GlobalTV 7:30","","Celebs tweet their support to those affected by the Calgary floods including @WilliamShatner @HappyElishas http://t.co/IjZwe9TtBi","en","[15227791, 1130156892]","RT @ETCanada: Celebs tweet their support to those affected by the Calgary floods including @WilliamShatner @HappyElishas http://t.co/IjZwe9…","false","en","","2647","","false","false","5","false","false","","0","","false","","3767","Calguurryy","0","","","","","-1","jennahamdon","","true","","2013-06-22T20:15:57.000Z","","[ETCanada, WilliamShatner, HappyElishas]","false"
"6968","3185","","","","","22020109","2009-02-26T15:24:09.000Z","Editor / founder @LiveWireCalgary 
Activism ≠ Journalism 
Email:
darren.krause@livewirecalgary.com
Dad to 4 gr8 boys, husband to Superwife.","","King says NHL will do anything it can to accommodate schedules if necessary in light of flooding. #abflood #yycflood","","","","en","","","","","","","","false","1","false","","","false","","1058","","","","","","","","","","","","false","","","","false","","","false","348556565185441792","Darren Krause","","<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","","","","","","en","","","false","","","28606","","false","false","","","","","296","","","","","Calgary, Alberta","0","","","","[abflood, yycflood]","-1","Journo_DK","","","","2013-06-22T21:42:15.000Z","","",""
"594","1204","Alison Murray","<a href=""http://www.apple.com"" rel=""nofollow"">Camera on iOS</a>","false","348601715102187520","290815733","2011-05-01T00:08:08.000Z","Recuerdo de un humano pre-cataclismo","","#yycflood http://t.co/eIUX42U0Fq","","","en","und","false","[318260649]","","23","","false","false","false","1","false","","1","false","","18969","","[photo]","","1","-1","","","AMurrayA","[yycflood]","[http://pbs.twimg.com/media/BNZ7abUCAAEwRdR.jpg]","2013-06-23T00:41:40.000Z","false","","","","false","13","9","false","348602446668496897","Osmar Salguero","318260649","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","2011-06-16T06:10:53.000Z","","","","#yycflood http://t.co/eIUX42U0Fq","en","","RT @AMurrayA: #yycflood http://t.co/eIUX42U0Fq","false","und","","24298","https://t.co/ggDDk1Mx4z","false","false","1","false","false","","2","","false","[photo]","1","","0","","","","[yycflood]","-1","ravarick","","false","[http://pbs.twimg.com/media/BNZ7abUCAAEwRdR.jpg]","2013-06-23T00:44:34.000Z","","[AMurrayA]","false"
